Treatment_Number,Animal_ID,Condition_Type,Treatment_Date,Treatment_Time,Treatment_By,Treatment_Type,Treatment_Subtype,Number_of_Days,Weight,Temperature,Visit_Number,Visit_Type,Visit_Reason,Month,Year
T19-930963,A1060221,,03/06/2019,17:08:08.910000,,,,1,,,T19-930956,,,MAR.2019,FY2019
T19-941268,A1061359,,03/18/2019,19:01:28.770000,,,,10,,,T19-941090,,,MAR.2019,FY2019
T19-940951,A1059655,UNKNOWN,03/18/2019,14:44:00,AG,,,,,,T19-940951,VET CHECK,,MAR.2019,FY2019
T19-953634,A1062778,,03/31/2019,15:08:27.860000,,HEARTWORM TEST,NEGATIVE,,,,T19-953626,,,MAR.2019,FY2019
T19-924919,A1059337,,02/28/2019,10:02:02.457000,,,,1,,,T19-924916,,,FEB.2019,FY2019
T19-941255,A1061359,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,17:09:00,LS,,,,55.4,,T19-941255,MEDICAL REVIEW,,MAR.2019,FY2019
T19-953635,A1062775,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,15:09:00,LS,,,,6.6,,T19-953635,EXAM - ADOPTION,,MAR.2019,FY2019
T19-953652,A1062790,,03/31/2019,15:16:54.267000,,,,1,,,T19-953651,,,MAR.2019,FY2019
T19-953657,A1062790,,03/31/2019,15:17:19.957000,,,,1,,,T19-953651,,,MAR.2019,FY2019
T19-953631,A1062778,,03/31/2019,15:08:14.047000,,,,1,,,T19-953626,,,MAR.2019,FY2019
T19-953640,A1062775,,03/31/2019,15:10:53.097000,,MICROCHIP (24HR PET WATCH),,,,,T19-953635,,,MAR.2019,FY2019
T19-953658,A1062790,,03/31/2019,15:17:23.023000,,MICROCHIP (24HR PET WATCH),,,,,T19-953651,,,MAR.2019,FY2019
T19-941269,A1061359,,03/18/2019,19:01:38.823000,,,,10,,,T19-941090,,,MAR.2019,FY2019
T19-941272,A1061359,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,17:09:00,LS,,,,55.4,,T19-941272,MEDICAL REVIEW,,MAR.2019,FY2019
T19-941315,A1061325,,03/18/2019,19:13:07.640000,,,,1,,,T19-941313,,,MAR.2019,FY2019
T19-941271,A1061359,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,17:09:00,LS,,,,55.4,,T19-941271,MEDICAL REVIEW,,MAR.2019,FY2019
T19-953629,A1062778,,03/31/2019,15:08:03.867000,,,,1,,,T19-953626,,,MAR.2019,FY2019
T19-941090,A1061359,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,17:09:00,LS,,,,55.4,,T19-941090,CRITICAL EXAM,XRAY,MAR.2019,FY2019
T19-941320,A1061325,,03/18/2019,19:13:38.920000,,MICROCHIP (24HR PET WATCH),,,,,T19-941313,,,MAR.2019,FY2019
T19-953636,A1062775,,03/31/2019,15:10:37.750000,,,,1,,,T19-953635,,,MAR.2019,FY2019
T19-947759,A1062196,,03/25/2019,16:10:18.723000,,,,1,,,T19-947756,,,MAR.2019,FY2019
T19-947779,A1062196,,03/25/2019,16:22:00.290000,,HEARTWORM TEST,NEGATIVE,,,,T19-947756,,,MAR.2019,FY2019
T19-941317,A1061325,,03/18/2019,19:13:21.143000,,,,1,,,T19-941313,,,MAR.2019,FY2019
T19-924952,A1059351,,02/28/2019,10:19:31.150000,,,,3,,,T19-924943,,,FEB.2019,FY2019
T19-953638,A1062775,,03/31/2019,15:10:44.257000,,,,1,,,T19-953635,,,MAR.2019,FY2019
T19-924951,A1059351,,02/28/2019,10:19:22.697000,,,,1,,,T19-924943,,,FEB.2019,FY2019
T19-941313,A1061325,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,19:12:00,OB,,,,46.8,,T19-941313,INTAKE EXAM,,MAR.2019,FY2019
T19-947761,A1062196,,03/25/2019,16:10:25.253000,,,,1,,,T19-947756,,,MAR.2019,FY2019
T19-930961,A1060221,,03/06/2019,17:07:53.960000,,,,1,,,T19-930956,,,MAR.2019,FY2019
T19-947758,A1062196,,03/25/2019,16:10:15.763000,,,,1,,,T19-947756,,,MAR.2019,FY2019
T19-924916,A1059337,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/28/2019,10:01:00,VL,,,,62,,T19-924916,SURGERY-,,FEB.2019,FY2019
T19-941235,A1061342,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,18:35:00,OB,,,,59.8,,T19-941235,INTAKE EXAM,,MAR.2019,FY2019
T19-941319,A1061325,,03/18/2019,19:13:34.457000,,,,1,,,T19-941313,,,MAR.2019,FY2019
T19-924917,A1059337,,02/28/2019,10:01:49.280000,,,,1,,,T19-924916,,,FEB.2019,FY2019
T19-947756,A1062196,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,16:09:00,ER/LV,,,,10.8,,T19-947756,INTAKE EXAM,,MAR.2019,FY2019
T19-941237,A1061342,,03/18/2019,18:36:55.440000,,,,1,,,T19-941235,,,MAR.2019,FY2019
T19-941249,A1061342,,03/18/2019,18:57:37.760000,,,,1,,,T19-941235,,,MAR.2019,FY2019
T19-924949,A1059351,,02/28/2019,10:19:06.560000,,,,1,,,T19-924943,,,FEB.2019,FY2019
T19-924871,A1015189,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/28/2019,09:31:00,ER/OB,,,,,,T19-924871,EXAM,,FEB.2019,FY2019
T19-941251,A1061342,,03/18/2019,18:57:47.647000,,HEARTWORM TEST,NEGATIVE,,,,T19-941235,,,MAR.2019,FY2019
T19-941239,A1061342,,03/18/2019,18:37:31.370000,,,,1,,,T19-941235,,,MAR.2019,FY2019
T19-924948,A1059351,,02/28/2019,10:19:00.050000,,,,1,,,T19-924943,,,FEB.2019,FY2019
T19-947806,A1059194,,03/25/2019,16:34:47.300000,,,,1,,,T19-947805,,,MAR.2019,FY2019
T19-924872,A1015189,,02/28/2019,09:34:13.080000,,,,1,,,T19-924871,,,FEB.2019,FY2019
T19-936149,A1059337,,03/12/2019,17:09:39.917000,,,,14,,,T19-935795,,,MAR.2019,FY2019
T19-936147,A1060753,,03/12/2019,17:08:21.760000,,,,1,,,T19-936145,,,MAR.2019,FY2019
T19-947805,A1059194,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,16:33:00,AG,,,,,,T19-947805,EXAM-VISUAL,,MAR.2019,FY2019
T19-936140,A1002215,,03/12/2019,16:54:42.940000,,,,14,,,T19-935817,,,MAR.2019,FY2019
T19-947896,A1061841,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,17:17:00,AG,,,,67,,T19-947896,EXAM-VISUAL,,MAR.2019,FY2019
T19-947902,A1061841,,03/25/2019,17:24:23.323000,,HEARTWORM TEST,NEGATIVE,,,,T19-947896,,,MAR.2019,FY2019
T19-936150,A1060753,,03/12/2019,17:10:03.337000,,,,1,,,T19-936145,,,MAR.2019,FY2019
T19-919718,A1058757,,02/22/2019,10:27:03.793000,,,,3,,,T19-919713,,,FEB.2019,FY2019
T19-919717,A1058757,,02/22/2019,10:26:54.033000,,,,1,,,T19-919713,,,FEB.2019,FY2019
T19-936146,A1060753,,03/12/2019,17:08:04.993000,,,,1,,,T19-936145,,,MAR.2019,FY2019
T19-936154,A1060753,,03/12/2019,17:10:27.357000,,HEARTWORM TEST,NEGATIVE,,,,T19-936145,,,MAR.2019,FY2019
T19-936138,A1002215,,03/12/2019,16:54:27.140000,,,,14,,,T19-935817,,,MAR.2019,FY2019
T19-941436,A1061075,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/19/2019,09:25:00,VL,,,,51,,T19-941436,SURGERY-,,MAR.2019,FY2019
T19-936156,A1060753,,03/12/2019,17:10:39.010000,,MICROCHIP (24HR PET WATCH),,,,,T19-936145,,,MAR.2019,FY2019
T19-910538,A1057547,,02/12/2019,09:58:49.670000,,,,1,,,T19-910536,,,FEB.2019,FY2019
T19-910536,A1057547,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/12/2019,09:57:00,VL,,,,60,,T19-910536,SURGERY-,,FEB.2019,FY2019
T19-948173,A1061075,UNKNOWN,03/26/2019,07:58:00,,,,,,,T19-948173,VET CHECK,,MAR.2019,FY2019
T19-919713,A1058757,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/22/2019,10:20:00,VL,,,,64,,T19-919713,SURGERY-,,FEB.2019,FY2019
T19-948174,A1058078,UNKNOWN,03/26/2019,07:59:00,,,,,,,T19-948174,VET CHECK,,MAR.2019,FY2019
T19-936153,A1060753,,03/12/2019,17:10:21.867000,,,,1,,,T19-936145,,,MAR.2019,FY2019
T19-910539,A1057547,,02/12/2019,09:59:00.280000,,,,1,,,T19-910536,,,FEB.2019,FY2019
T19-936148,A1059337,,03/12/2019,17:09:26.520000,,,,14,,,T19-935795,,,MAR.2019,FY2019
T19-910542,A1057547,,02/12/2019,10:00:01.870000,,,,3,,,T19-910536,,,FEB.2019,FY2019
T19-919715,A1058757,,02/22/2019,10:26:37.073000,,,,1,,,T19-919713,,,FEB.2019,FY2019
T19-936145,A1060753,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/12/2019,17:07:00,SR,,,,41,,T19-936145,INTAKE EXAM,,MAR.2019,FY2019
T19-941437,A1061075,,03/19/2019,09:26:12.627000,,,,1,,,T19-941436,,,MAR.2019,FY2019
T19-941439,A1061075,,03/19/2019,09:26:29.133000,,,,1,,,T19-941436,,,MAR.2019,FY2019
T19-947993,A1062204,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,17:59:00,OB,,,,52.8,,T19-947993,INTAKE EXAM,,MAR.2019,FY2019
T19-925136,A1057520,,02/28/2019,12:03:00.817000,,,,14,,,T19-925134,,,FEB.2019,FY2019
T19-925135,A1057520,,02/28/2019,12:02:46.020000,,,,14,,,T19-925134,,,FEB.2019,FY2019
T19-919716,A1058757,,02/22/2019,10:26:44.610000,,,,1,,,T19-919713,,,FEB.2019,FY2019
T19-925090,A0759460,,02/28/2019,11:48:07.347000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-925089,,,FEB.2019,FY2019
T19-948001,A1062204,,03/25/2019,18:01:52.647000,,HEARTWORM TEST,NEGATIVE,,,,T19-947993,,,MAR.2019,FY2019
T19-948000,A1062204,,03/25/2019,18:01:36.360000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-935817,A1002215,TREATABLE REHABILITABLE CONTAGIOUS,03/12/2019,12:41:00,AG,,,,,,T19-935817,VET CHECK,,MAR.2019,FY2019
T19-936151,A1060753,,03/12/2019,17:10:09.297000,,,,1,,,T19-936145,,,MAR.2019,FY2019
T19-910540,A1057547,,02/12/2019,09:59:12.643000,,,,1,,,T19-910536,,,FEB.2019,FY2019
T19-935795,A1059337,TREATABLE REHABILITABLE CONTAGIOUS,03/12/2019,12:24:00,AG,,,,,,T19-935795,VET CHECK,,MAR.2019,FY2019
T19-936152,A1060753,,03/12/2019,17:10:17.207000,,,,1,,,T19-936145,,,MAR.2019,FY2019
T19-941440,A1061075,,03/19/2019,09:26:39.270000,,,,1,,,T19-941436,,,MAR.2019,FY2019
T19-908614,A1037203,,02/09/2019,14:14:48.780000,,,,1,,,T19-908608,,,FEB.2019,FY2019
T19-953946,A1034994,TREATABLE MANAGEABLE NON-CONTAGIOUS,03/31/2019,14:00:00,DT,,,,43.4,,T19-953946,EXAM-VET,TRAUMA,MAR.2019,FY2019
T19-925083,A1059604,,02/28/2019,11:45:30.683000,,,,1,,,T19-925075,,,FEB.2019,FY2019
T19-953863,A1062746,,03/31/2019,17:42:11.547000,,,,1,,,T19-953856,,,MAR.2019,FY2019
T19-936243,A1060799,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/12/2019,17:52:00,SR,,,,62.3,,T19-936243,INTAKE EXAM,,MAR.2019,FY2019
T19-925089,A0759460,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/28/2019,11:47:00,NG,,,,64.2,,T19-925089,EXAM - ADOPTION,,FEB.2019,FY2019
T19-947998,A1062204,,03/25/2019,18:01:12.367000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-919714,A1058757,,02/22/2019,10:26:31.267000,,,,1,,,T19-919713,,,FEB.2019,FY2019
T19-953937,A1061342,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,10:50:00,DT,,,,6.6,,T19-953937,EXAM-VET,,MAR.2019,FY2019
T19-925079,A1059604,,02/28/2019,11:45:19.577000,,MICROCHIP (24HR PET WATCH),,,,,T19-925075,,,FEB.2019,FY2019
T19-947999,A1062204,,03/25/2019,18:01:30.527000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-936249,A1060799,,03/12/2019,17:55:12.750000,,,,1,,,T19-936243,,,MAR.2019,FY2019
T19-947997,A1062204,,03/25/2019,18:01:01.737000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-908611,A1037203,,02/09/2019,14:14:27.550000,,,,1,,,T19-908608,,,FEB.2019,FY2019
T19-953541,A1062758,UNKNOWN,03/31/2019,12:45:00,OB,,,,49.2,,T19-953541,EXAM-VET,,MAR.2019,FY2019
T19-953862,A1062746,,03/31/2019,17:42:01.420000,,,,1,,,T19-953856,,,MAR.2019,FY2019
T19-953886,A1062737,,03/31/2019,17:52:36.843000,,MICROCHIP (24HR PET WATCH),,,,,T19-953885,,,MAR.2019,FY2019
T19-947995,A1062204,,03/25/2019,18:00:43.400000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-953889,A1062737,,03/31/2019,17:52:48.780000,,,,1,,,T19-953885,,,MAR.2019,FY2019
T19-910541,A1057547,,02/12/2019,09:59:21.337000,,,,1,,,T19-910536,,,FEB.2019,FY2019
T19-941438,A1061075,,03/19/2019,09:26:20.987000,,,,1,,,T19-941436,,,MAR.2019,FY2019
T19-953930,A1062725,,03/31/2019,18:01:51.637000,,,,14,,,T19-953544,,,MAR.2019,FY2019
T19-925134,A1057520,TREATABLE REHABILITABLE CONTAGIOUS,02/28/2019,12:02:00,AG,,,,,,T19-925134,EXAM-VISUAL,,FEB.2019,FY2019
T19-953888,A1062737,,03/31/2019,17:52:45.247000,,,,1,,,T19-953885,,,MAR.2019,FY2019
T19-953861,A1062746,,03/31/2019,17:41:57.270000,,,,1,,,T19-953856,,,MAR.2019,FY2019
T19-953892,A1062737,,03/31/2019,17:53:05.557000,,,,1,,,T19-953885,,,MAR.2019,FY2019
T19-936246,A1060799,,03/12/2019,17:54:55.237000,,,,1,,,T19-936243,,,MAR.2019,FY2019
T19-925093,A0759460,,02/28/2019,11:48:26.330000,,,,1,,,T19-925089,,,FEB.2019,FY2019
T19-953887,A1062737,,03/31/2019,17:52:41.957000,,HEARTWORM TEST,NEGATIVE,,,,T19-953885,,,MAR.2019,FY2019
T19-936251,A1060799,,03/12/2019,17:55:21.700000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-936243,,,MAR.2019,FY2019
T19-953885,A1062737,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,17:52:00,NG,,,,62,,T19-953885,INTAKE EXAM,,MAR.2019,FY2019
T19-925081,A1059604,,02/28/2019,11:45:25.130000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-925075,,,FEB.2019,FY2019
T19-947994,A1062204,,03/25/2019,18:00:16.300000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-910592,A1057520,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/12/2019,10:39:00,VL,,,,74,,T19-910592,SURGERY-,,FEB.2019,FY2019
T19-953858,A1062746,,03/31/2019,17:41:45.290000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-953856,,,MAR.2019,FY2019
T19-908615,A1037203,,02/09/2019,14:14:53.707000,,HEARTWORM TEST,NEGATIVE,,,,T19-908608,,,FEB.2019,FY2019
T19-925075,A1059604,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/28/2019,11:44:00,NG,,,,65,,T19-925075,EXAM - ADOPTION,,FEB.2019,FY2019
T19-936244,A1060799,,03/12/2019,17:54:48.860000,,,,1,,,T19-936243,,,MAR.2019,FY2019
T19-919766,A1002215,,02/22/2019,11:27:31.423000,,,,1,,,T19-919765,,,FEB.2019,FY2019
T19-947996,A1062204,,03/25/2019,18:00:50.103000,,,,1,,,T19-947993,,,MAR.2019,FY2019
T19-953859,A1062746,,03/31/2019,17:41:49.100000,,,,1,,,T19-953856,,,MAR.2019,FY2019
T19-953891,A1062737,,03/31/2019,17:52:57.507000,,,,1,,,T19-953885,,,MAR.2019,FY2019
T19-925091,A0759460,,02/28/2019,11:48:11.643000,,,,1,,,T19-925089,,,FEB.2019,FY2019
T19-919765,A1002215,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/22/2019,11:26:00,NG,,,,,,T19-919765,EXAM-VISUAL,,FEB.2019,FY2019
T19-936248,A1060799,,03/12/2019,17:55:06.493000,,,,1,,,T19-936243,,,MAR.2019,FY2019
T19-953949,A1034994,,03/31/2019,18:25:06.017000,,,,10,,,T19-953946,,,MAR.2019,FY2019
T19-953890,A1062737,,03/31/2019,17:52:52.550000,,,,1,,,T19-953885,,,MAR.2019,FY2019
T19-897131,A1055140,,01/28/2019,12:10:18.547000,,,,1,,,T19-897130,,,JAN.2019,FY2019
T19-936250,A1060799,,03/12/2019,17:55:15.773000,,MICROCHIP (24HR PET WATCH),,,,,T19-936243,,,MAR.2019,FY2019
T19-910593,A1057520,,02/12/2019,10:39:49.490000,,,,1,,,T19-910592,,,FEB.2019,FY2019
T19-936245,A1060799,,03/12/2019,17:54:52.373000,,,,1,,,T19-936243,,,MAR.2019,FY2019
T19-908612,A1037203,,02/09/2019,14:14:33.653000,,,,1,,,T19-908608,,,FEB.2019,FY2019
T19-908613,A1037203,,02/09/2019,14:14:43.237000,,,,1,,,T19-908608,,,FEB.2019,FY2019
T19-936247,A1060799,,03/12/2019,17:55:00.633000,,,,1,,,T19-936243,,,MAR.2019,FY2019
T19-931168,A1060208,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/07/2019,09:17:00,PA,,,,38,,T19-931168,SURGERY-,,MAR.2019,FY2019
T19-953954,A1034994,TREATABLE MANAGEABLE NON-CONTAGIOUS,03/31/2019,14:00:00,DT,,,,43.4,,T19-953954,SURGICAL CONSULT,TRAUMA,MAR.2019,FY2019
T19-931195,A1060208,,03/07/2019,09:23:48.447000,,,,1,,,T19-931168,,,MAR.2019,FY2019
T19-928425,A1059963,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/04/2019,12:01:00,,,,,,,T19-928425,EXAM - ADOPTION,,MAR.2019,FY2019
T19-908608,A1037203,TREATABLE REHABILITABLE NON-CONTAGIOUS,02/09/2019,14:09:00,SR/ER,,,,42,,T19-908608,INTAKE EXAM,,FEB.2019,FY2019
T19-948095,A1062205,,03/25/2019,18:48:50.617000,,HEARTWORM TEST,NEGATIVE,,,,T19-948087,,,MAR.2019,FY2019
T19-953856,A1062746,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,17:40:00,NG,,,,73.2,,T19-953856,INTAKE EXAM,,MAR.2019,FY2019
T19-910594,A1057520,,02/12/2019,10:39:55.823000,,,,1,,,T19-910592,,,FEB.2019,FY2019
T19-953544,A1062725,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,10:50:00,DT,,,,8.3,,T19-953544,EXAM-VET,XRAY,MAR.2019,FY2019
T19-953948,A1034994,,03/31/2019,18:24:47.697000,,,,10,,,T19-953946,,,MAR.2019,FY2019
T19-925085,A1059604,,02/28/2019,11:45:37.820000,,,,1,,,T19-925075,,,FEB.2019,FY2019
T19-953860,A1062746,,03/31/2019,17:41:54.137000,,,,1,,,T19-953856,,,MAR.2019,FY2019
T19-953857,A1062746,,03/31/2019,17:41:40.717000,,MICROCHIP (24HR PET WATCH),,,,,T19-953856,,,MAR.2019,FY2019
T19-931164,A1059937,,03/07/2019,09:15:56.427000,,,,1,,,T19-931162,,,MAR.2019,FY2019
T19-931165,A1059937,,03/07/2019,09:16:03.907000,,,,1,,,T19-931162,,,MAR.2019,FY2019
T19-948091,A1062205,,03/25/2019,18:48:16.957000,,,,1,,,T19-948087,,,MAR.2019,FY2019
T19-910597,A1057520,,02/12/2019,10:40:20.830000,,,,3,,,T19-910592,,,FEB.2019,FY2019
T19-931167,A1059937,,03/07/2019,09:16:14.450000,,,,3,,,T19-931162,,,MAR.2019,FY2019
T19-948088,A1062205,,03/25/2019,18:48:01.067000,,,,1,,,T19-948087,,,MAR.2019,FY2019
T19-931197,A1060208,,03/07/2019,09:23:59.557000,,,,1,,,T19-931168,,,MAR.2019,FY2019
T19-931162,A1059937,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/07/2019,09:15:00,PA,,,,55,,T19-931162,SURGERY-,,MAR.2019,FY2019
T19-925177,A1059655,,02/28/2019,13:05:50.350000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-925169,,,FEB.2019,FY2019
T19-953985,A1062515,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,14:26:00,DT,,,,47.8,,T19-953985,EXAM-VET,,MAR.2019,FY2019
T19-931199,A1060208,,03/07/2019,09:24:13.360000,,,,3,,,T19-931168,,,MAR.2019,FY2019
T19-953961,A1062043,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,11:54:00,LS,,,,44.8,,T19-953961,VET CHECK,,MAR.2019,FY2019
T19-953977,A1062461,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,13:25:00,DT,,,,35.8,,T19-953977,EXAM-VET,,MAR.2019,FY2019
T19-941441,A1061075,,03/19/2019,09:26:52.507000,,,,1,,,T19-941436,,,MAR.2019,FY2019
T19-925174,A1059655,,02/28/2019,13:05:39.030000,,,,1,,,T19-925169,,,FEB.2019,FY2019
T19-897130,A1055140,TREATABLE REHABILITABLE NON-CONTAGIOUS,01/28/2019,12:06:00,LV/ER,,,,,,T19-897130,INTAKE EXAM,,JAN.2019,FY2019
T19-931163,A1059937,,03/07/2019,09:15:49.870000,,,,1,,,T19-931162,,,MAR.2019,FY2019
T19-948094,A1062205,,03/25/2019,18:48:39.890000,,,,1,,,T19-948087,,,MAR.2019,FY2019
T19-953979,A1062461,,03/31/2019,19:06:35.760000,,,,15,,,T19-953977,,,MAR.2019,FY2019
T19-931198,A1060208,,03/07/2019,09:24:05.337000,,,,1,,,T19-931168,,,MAR.2019,FY2019
T19-953982,A1062461,,03/31/2019,19:07:03.080000,,,,1,,,T19-953977,,,MAR.2019,FY2019
T19-948092,A1062205,,03/25/2019,18:48:22.803000,,,,1,,,T19-948087,,,MAR.2019,FY2019
T19-941442,A1061075,,03/19/2019,09:27:00.267000,,,,3,,,T19-941436,,,MAR.2019,FY2019
T19-953963,A1062043,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,11:54:00,LS,,,,44.8,,T19-953963,VET CHECK,,MAR.2019,FY2019
T19-953978,A1062461,,03/31/2019,19:06:07.457000,,,,15,,,T19-953977,,,MAR.2019,FY2019
T19-953984,A1062461,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,13:25:00,DT,,,,35.8,,T19-953984,MEDICAL REVIEW,,MAR.2019,FY2019
T19-953983,A1062461,,03/31/2019,19:07:14.353000,,,,10,,,T19-953977,,,MAR.2019,FY2019
T19-953980,A1062461,,03/31/2019,19:06:45.840000,,,,10,,,T19-953977,,,MAR.2019,FY2019
T19-953975,A1062409,TREATABLE MANAGEABLE NON-CONTAGIOUS,03/31/2019,14:00:00,DT,,,,8.9,,T19-953975,EXAM-VET,,MAR.2019,FY2019
T19-910595,A1057520,,02/12/2019,10:40:02.827000,,,,1,,,T19-910592,,,FEB.2019,FY2019
T19-948087,A1062205,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,18:47:00,OB,,,,63.6,,T19-948087,INTAKE EXAM,,MAR.2019,FY2019
T19-952703,A1062043,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/30/2019,11:54:00,LS,,,,44.8,,T19-952703,MEDICAL REVIEW,,MAR.2019,FY2019
T19-950431,A1062409,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/27/2019,17:03:00,DT,,,,8.8,,T19-950431,MEDICAL REVIEW,,MAR.2019,FY2019
T19-931166,A1059937,,03/07/2019,09:16:09.923000,,,,1,,,T19-931162,,,MAR.2019,FY2019
T19-953981,A1062461,,03/31/2019,19:06:56.200000,,,,1,,,T19-953977,,,MAR.2019,FY2019
T19-953960,A1062043,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,11:54:00,LS,,,,44.8,,T19-953960,EXAM-VET,,MAR.2019,FY2019
T19-951132,A1062461,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/28/2019,13:25:00,DT,,,,36.8,,T19-951132,MEDICAL REVIEW,,MAR.2019,FY2019
T19-928419,A1059963,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/04/2019,11:49:00,,,,,,,T19-928419,EXAM - ADOPTION,,MAR.2019,FY2019
T19-931196,A1060208,,03/07/2019,09:23:52.857000,,,,1,,,T19-931168,,,MAR.2019,FY2019
T19-925171,A1059655,,02/28/2019,13:05:07.667000,,,,1,,,T19-925169,,,FEB.2019,FY2019
T19-925175,A1059655,,02/28/2019,13:05:43.230000,,,,1,,,T19-925169,,,FEB.2019,FY2019
T19-948090,A1062205,,03/25/2019,18:48:13.307000,,,,1,,,T19-948087,,,MAR.2019,FY2019
T19-948089,A1062205,,03/25/2019,18:48:06.227000,,,,1,,,T19-948087,,,MAR.2019,FY2019
T19-953996,A1062814,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,23:00:00,WH1740,,,,,,T19-953996,INTAKE EXAM,,MAR.2019,FY2019
T19-953997,A1062814,,03/31/2019,23:01:26.987000,,,,1,,,T19-953996,,,MAR.2019,FY2019
T19-925173,A1059655,,02/28/2019,13:05:31.903000,,,,1,,,T19-925169,,,FEB.2019,FY2019
T19-953999,A1062814,,03/31/2019,23:01:44.157000,,,,1,,,T19-953996,,,MAR.2019,FY2019
T19-910596,A1057520,,02/12/2019,10:40:10.623000,,,,1,,,T19-910592,,,FEB.2019,FY2019
T19-953998,A1062814,,03/31/2019,23:01:35.613000,,,,1,,,T19-953996,,,MAR.2019,FY2019
T19-925172,A1059655,,02/28/2019,13:05:24.830000,,,,1,,,T19-925169,,,FEB.2019,FY2019
T19-941520,A1060753,,03/19/2019,10:03:31.860000,,,,1,,,T19-941512,,,MAR.2019,FY2019
T19-948512,A1062283,,03/26/2019,12:31:27.250000,,,,1,,,T19-948511,,,MAR.2019,FY2019
T19-948567,A1061628,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/26/2019,12:45:00,AR/PA,,,,61,,T19-948567,SURGERY-,,MAR.2019,FY2019
T19-936374,A1060813,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/12/2019,22:18:00,M1748,,,,35,,T19-936374,INTAKE EXAM,,MAR.2019,FY2019
T19-936376,A1060813,,03/12/2019,22:18:52.793000,,,,1,,,T19-936374,,,MAR.2019,FY2019
T19-948541,A1062294,,03/26/2019,12:38:38.030000,,,,1,,,T19-948535,,,MAR.2019,FY2019
T19-936375,A1060813,,03/12/2019,22:18:40.680000,,,,1,,,T19-936374,,,MAR.2019,FY2019
T19-936377,A1060813,,03/12/2019,22:18:59.413000,,,,1,,,T19-936374,,,MAR.2019,FY2019
T19-948161,A1062244,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,22:23:00,,,,,,,T19-948161,VET CHECK,,MAR.2019,FY2019
T19-948157,A1062244,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/25/2019,22:22:00,RK1765,,,,,,T19-948157,INTAKE EXAM,,MAR.2019,FY2019
